name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,gtex_tissue,data_source,endedness,genetically_modified,nonzero_mean,output_type,histone_mark,transcription_factor
UBERON:0006631 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,,encode,single,False,0.8356142640113831,CHIP_HISTONE,H3K36me3,
UBERON:0006631 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,,encode,single,False,0.8639379739761353,CHIP_HISTONE,H3K4me1,
UBERON:0006631 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,,encode,single,False,1.0309559106826782,CHIP_HISTONE,H3K4me3,
UBERON:0006631 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0006631,right atrium auricular region,tissue,adult,,encode,single,False,0.843159556388855,CHIP_HISTONE,H3K9me3,
UBERON:0006920 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,single,False,1.224211573600769,CHIP_HISTONE,H3K27ac,
UBERON:0006920 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,single,False,0.9047441482543945,CHIP_HISTONE,H3K27me3,
UBERON:0006920 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,single,False,0.8787626624107361,CHIP_HISTONE,H3K36me3,
UBERON:0006920 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,single,False,0.8141622543334961,CHIP_HISTONE,H3K4me1,
UBERON:0006920 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,single,False,0.8070417642593384,CHIP_HISTONE,H3K4me3,
UBERON:0006920 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,,encode,single,False,0.8435921669006348,CHIP_HISTONE,H3K9me3,
UBERON:0007106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0007106,chorionic villus,tissue,embryonic,,encode,single,False,1.0513697862625122,CHIP_HISTONE,H3K27ac,
UBERON:0007610 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,,encode,single,False,0.7654767036437988,CHIP_HISTONE,H3K27ac,
UBERON:0007610 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,,encode,single,False,0.8302474021911621,CHIP_HISTONE,H3K27me3,
UBERON:0007610 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,,encode,single,False,0.8503223657608032,CHIP_HISTONE,H3K36me3,
UBERON:0007610 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,,encode,single,False,0.7865008115768433,CHIP_HISTONE,H3K4me1,
UBERON:0007610 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,,encode,single,False,0.7735725045204163,CHIP_HISTONE,H3K4me3,
UBERON:0007610 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0007610,tibial artery,tissue,adult,,encode,single,False,0.9169700741767883,CHIP_HISTONE,H3K9me3,
UBERON:0008367 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,,encode,single,False,0.7933363914489746,CHIP_HISTONE,H3K27ac,
UBERON:0008367 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,,encode,single,False,0.8398851156234741,CHIP_HISTONE,H3K27me3,
UBERON:0008367 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,,encode,single,False,0.8763333559036255,CHIP_HISTONE,H3K36me3,
UBERON:0008367 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,,encode,single,False,0.8072652816772461,CHIP_HISTONE,H3K4me3,
UBERON:0008367 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008367,breast epithelium,tissue,adult,,encode,single,False,0.8470003604888916,CHIP_HISTONE,H3K9me3,
UBERON:0008450 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,single,False,0.9119850397109985,CHIP_HISTONE,H3K27ac,
UBERON:0008450 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,single,False,0.8814289569854736,CHIP_HISTONE,H3K27me3,
UBERON:0008450 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,single,False,0.9716756343841553,CHIP_HISTONE,H3K36me3,
UBERON:0008450 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,single,False,0.8452923893928528,CHIP_HISTONE,H3K4me1,
UBERON:0008450 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008450,psoas muscle,tissue,adult,,encode,single,False,0.7766005396842957,CHIP_HISTONE,H3K4me3,
UBERON:0008952 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,,encode,single,False,0.8779808282852173,CHIP_HISTONE,H3K27ac,
UBERON:0008952 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,,encode,single,False,0.8125616908073425,CHIP_HISTONE,H3K36me3,
UBERON:0008952 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,,encode,single,False,0.8664360642433167,CHIP_HISTONE,H3K4me1,
UBERON:0008952 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,,encode,single,False,0.8021848201751709,CHIP_HISTONE,H3K4me3,
UBERON:0008953 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.8131684064865112,CHIP_HISTONE,H3K27ac,
UBERON:0008953 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.8400024771690369,CHIP_HISTONE,H3K27me3,
UBERON:0008953 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.8133916854858398,CHIP_HISTONE,H3K36me3,
UBERON:0008953 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.8141807317733765,CHIP_HISTONE,H3K4me1,
UBERON:0008953 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.8252076506614685,CHIP_HISTONE,H3K4me3,
UBERON:0008953 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,,encode,single,False,0.8201392889022827,CHIP_HISTONE,H3K9me3,
UBERON:0009834 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,0.7915490865707397,CHIP_HISTONE,H3K27ac,
UBERON:0009834 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,0.8048524856567383,CHIP_HISTONE,H3K27me3,
UBERON:0009834 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,0.8312941193580627,CHIP_HISTONE,H3K36me3,
UBERON:0009834 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,0.8213521838188171,CHIP_HISTONE,H3K4me1,
UBERON:0009834 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,0.795435905456543,CHIP_HISTONE,H3K4me3,
UBERON:0009834 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,,encode,single,False,1.0359257459640503,CHIP_HISTONE,H3K9ac,
UBERON:0011907 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,,encode,single,False,0.7793625593185425,CHIP_HISTONE,H3K27ac,
UBERON:0011907 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,,encode,single,False,1.0060234069824219,CHIP_HISTONE,H3K27me3,
UBERON:0011907 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,,encode,single,False,0.8559026122093201,CHIP_HISTONE,H3K36me3,
UBERON:0011907 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,,encode,single,False,0.7837246656417847,CHIP_HISTONE,H3K4me1,
UBERON:0011907 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,,encode,single,False,0.7359679341316223,CHIP_HISTONE,H3K4me3,
UBERON:0012488 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,,encode,single,False,0.988544225692749,CHIP_HISTONE,H3K27ac,
UBERON:0012488 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,,encode,single,False,0.8478550910949707,CHIP_HISTONE,H3K36me3,
UBERON:0012488 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,,encode,single,False,1.4443985223770142,CHIP_HISTONE,H3K4me1,
UBERON:0012488 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,,encode,single,False,0.8497915267944336,CHIP_HISTONE,H3K4me3,
UBERON:0012488 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,,encode,single,False,1.749129295349121,CHIP_HISTONE,H3K9me3,
UBERON:0012489 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,,encode,single,False,1.6868175268173218,CHIP_HISTONE,H3K27ac,
UBERON:0012489 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,,encode,single,False,0.9592627882957458,CHIP_HISTONE,H3K36me3,
UBERON:0012489 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,,encode,single,False,0.9385117888450623,CHIP_HISTONE,H3K4me1,
UBERON:0012489 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,,encode,single,False,0.8421162962913513,CHIP_HISTONE,H3K4me3,
UBERON:0012489 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,,encode,single,False,0.8927491307258606,CHIP_HISTONE,H3K9ac,
UBERON:0014455 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,1.372426986694336,CHIP_HISTONE,H3K27ac,
UBERON:0014455 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,0.7572541832923889,CHIP_HISTONE,H3K27me3,
UBERON:0014455 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,0.7747286558151245,CHIP_HISTONE,H3K36me3,
UBERON:0014455 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,0.8434963822364807,CHIP_HISTONE,H3K4me1,
UBERON:0014455 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,0.7925373911857605,CHIP_HISTONE,H3K4me3,
UBERON:0014455 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,0.7789035439491272,CHIP_HISTONE,H3K9ac,
UBERON:0014455 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,,encode,single,False,0.8017343878746033,CHIP_HISTONE,H3K9me3,
UBERON:0018112 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,,encode,single,False,1.4903203248977661,CHIP_HISTONE,H3K27ac,
UBERON:0018112 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,,encode,single,False,1.1542083024978638,CHIP_HISTONE,H3K36me3,
UBERON:0018112 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,,encode,single,False,0.9858405590057373,CHIP_HISTONE,H3K4me1,
UBERON:0018112 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,,encode,single,False,1.2279937267303467,CHIP_HISTONE,H3K4me3,
UBERON:0036149 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,,encode,single,False,0.8285009860992432,CHIP_HISTONE,H3K27ac,
UBERON:0036149 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,,encode,single,False,0.8321241736412048,CHIP_HISTONE,H3K27me3,
UBERON:0036149 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,,encode,single,False,0.8314632773399353,CHIP_HISTONE,H3K36me3,
UBERON:0036149 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,,encode,single,False,0.8719038963317871,CHIP_HISTONE,H3K4me1,
UBERON:0036149 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,,encode,single,False,0.9653574824333191,CHIP_HISTONE,H3K4me3,
CL:0000062 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,,encode,single,False,1.4646735191345215,CHIP_TF,,CTCF
CL:0000115 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000115,endothelial cell,in_vitro_differentiated_cells,adult,,encode,single,False,0.8410728573799133,CHIP_TF,,CTCF
CL:0000127 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,,encode,single,False,1.3933230638504028,CHIP_TF,,CTCF
CL:0000127 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,,encode,single,False,0.9597448110580444,CHIP_TF,,EZH2
CL:0000137 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000137,osteocyte,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8397707939147949,CHIP_TF,,CTCF
CL:0000138 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000138,chondrocyte,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.890338122844696,CHIP_TF,,CTCF
CL:0000169 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8720378875732422,CHIP_TF,,CTCF
CL:0000182 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8334417343139648,CHIP_TF,,EZH2
CL:0000223 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8123546838760376,CHIP_TF,,CTCF
CL:0000236 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000236,B cell,primary_cell,adult,,encode,single,False,0.8002703189849854,CHIP_TF,,CTCF
CL:0000312 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,,encode,single,False,1.284648060798645,CHIP_TF,,CTCF
CL:0000312 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,,encode,single,False,0.9830278158187866,CHIP_TF,,EZH2
CL:0000515 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,,encode,single,False,1.5029479265213013,CHIP_TF,,CTCF
CL:0000623 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,,encode,single,False,0.7805054783821106,CHIP_TF,,CTCF
CL:0000624 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,,encode,single,False,0.7936105728149414,CHIP_TF,,CTCF
CL:0000625 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,,encode,single,False,0.7929967045783997,CHIP_TF,,CTCF
CL:0000679 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,adult,,encode,single,False,0.7829425930976868,CHIP_TF,,CTCF
"CL:0000679 TF ChIP-seq EGR1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens EGR1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,,encode,paired,True,0.8382269144058228,CHIP_TF,,EGR1
"CL:0000679 TF ChIP-seq FOSL1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,,encode,paired,True,0.8304189443588257,CHIP_TF,,FOSL1
"CL:0000679 TF ChIP-seq ID3 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens ID3, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,,encode,paired,True,0.804589033126831,CHIP_TF,,ID3
"CL:0000679 TF ChIP-seq TOX4 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens TOX4, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,,encode,paired,True,0.8099984526634216,CHIP_TF,,TOX4
CL:0000706 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000706,choroid plexus epithelial cell,primary_cell,unknown,,encode,single,False,1.1716891527175903,CHIP_TF,,CTCF
CL:0000746 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000746,cardiac muscle cell,primary_cell,unknown,,encode,single,False,1.1875473260879517,CHIP_TF,,CTCF
CL:0000765 TF ChIP-seq POLR2A,.,TF ChIP-seq,CL:0000765,erythroblast,primary_cell,unknown,,encode,single,False,0.7051907181739807,CHIP_TF,,POLR2A
CL:0000775 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000775,neutrophil,primary_cell,unknown,,encode,single,False,0.8925449848175049,CHIP_TF,,CTCF
CL:0001054 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0001054,CD14-positive monocyte,primary_cell,adult,,encode,single,False,0.818491518497467,CHIP_TF,,CTCF
CL:0002231 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002231,epithelial cell of prostate,primary_cell,unknown,,encode,paired,False,0.8511254787445068,CHIP_TF,,CTCF
CL:0002306 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002306,epithelial cell of proximal tubule,primary_cell,unknown,,encode,single,False,1.1598252058029175,CHIP_TF,,CTCF
CL:0002319 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.749674916267395,CHIP_TF,,CTCF
CL:0002319 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,1.1463578939437866,CHIP_TF,,POLR2AphosphoS5
CL:0002319 TF ChIP-seq RAD21,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.7380885481834412,CHIP_TF,,RAD21
CL:0002319 TF ChIP-seq REST,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.9162198305130005,CHIP_TF,,REST
CL:0002319 TF ChIP-seq TAF1,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,1.1392011642456055,CHIP_TF,,TAF1
CL:0002327 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,unknown,,encode,single,False,1.2450836896896362,CHIP_TF,,CTCF
CL:0002327 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,adult,,encode,single,False,0.8944395780563354,CHIP_TF,,EZH2
CL:0002328 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002328,bronchial epithelial cell,primary_cell,unknown,,encode,single,False,3.005260705947876,CHIP_TF,,CTCF
CL:0002351 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,embryonic,,encode,single,False,1.2307456731796265,CHIP_TF,,CTCF
CL:0002518 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002518,kidney epithelial cell,primary_cell,unknown,,encode,single,False,2.4211244583129883,CHIP_TF,,CTCF
CL:0002547 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002547,fibroblast of the aortic adventitia,primary_cell,unknown,,encode,single,False,1.274598240852356,CHIP_TF,,CTCF
CL:0002548 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002548,cardiac fibroblast,primary_cell,adult,,encode,single,False,1.8718514442443848,CHIP_TF,,CTCF
CL:0002551 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002551,fibroblast of dermis,primary_cell,unknown,,encode,single,False,1.3799303770065308,CHIP_TF,,CTCF
CL:0002553 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002553,fibroblast of lung,primary_cell,adult,,encode,single,False,1.415972352027893,CHIP_TF,,CTCF
CL:0002555 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002555,fibroblast of mammary gland,primary_cell,unknown,,encode,single,False,1.4035091400146484,CHIP_TF,,CTCF
CL:0002557 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002557,fibroblast of pulmonary artery,primary_cell,unknown,,encode,single,False,1.0201530456542969,CHIP_TF,,CTCF
CL:0002558 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002558,fibroblast of villous mesenchyme,primary_cell,unknown,,encode,single,False,1.4273262023925781,CHIP_TF,,CTCF
CL:0002586 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002586,retinal pigment epithelial cell,primary_cell,unknown,,encode,single,False,1.1003386974334717,CHIP_TF,,CTCF
CL:0002606 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002606,astrocyte of the spinal cord,primary_cell,unknown,,encode,single,False,1.3928760290145874,CHIP_TF,,CTCF
CL:0002618 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.7536685466766357,CHIP_TF,,CTCF
CL:0002618 TF ChIP-seq FOS,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,0.8669484257698059,CHIP_TF,,FOS
CL:0002618 TF ChIP-seq GATA2,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,0.906671404838562,CHIP_TF,,GATA2
CL:0002618 TF ChIP-seq JUN,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.0919190645217896,CHIP_TF,,JUN
CL:0002618 TF ChIP-seq MAX,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.7286514043807983,CHIP_TF,,MAX
